Date,Open,High,Low,Close,Adj Close,Volume
2016-12-29,60.476299,60.772598,60.090401,60.476299,60.476299,0
2016-12-30,60.143799,61.585602,60.143799,60.341301,60.341301,0
2017-01-02,61.231300,61.545898,61.155399,61.231300,61.231300,0
2017-01-03,61.228298,61.228298,60.332401,61.228298,61.228298,0
2017-01-04,60.923000,61.145802,60.471100,60.923000,60.923000,0
2017-01-05,60.363899,60.409500,59.152199,60.365002,60.365002,0
2017-01-06,59.401199,59.721600,59.091400,59.401199,59.401199,0
2017-01-09,59.564999,60.045700,59.480900,59.564999,59.564999,0
2017-01-10,60.102501,60.130001,59.794701,60.102501,60.102501,0
2017-01-11,60.139999,60.625099,60.009899,60.139999,60.139999,0
2017-01-12,59.778099,59.778099,59.073898,59.778099,59.778099,0
2017-01-13,59.432499,59.751301,59.245098,59.432499,59.432499,0
2017-01-16,59.637001,59.914398,59.337002,59.637001,59.637001,0
2017-01-17,59.782001,59.782001,58.952599,59.782001,59.782001,0
2017-01-18,59.330002,59.388901,58.980000,59.330002,59.330002,0
2017-01-19,59.523201,60.229000,58.958000,59.523201,59.523201,0
2017-01-20,59.660000,59.912998,59.358002,59.660000,59.660000,0
2017-01-23,59.788502,59.788502,59.281502,59.799801,59.799801,0
2017-01-24,59.510101,59.510101,58.946999,59.510101,59.510101,0
2017-01-25,59.139801,59.416901,58.839001,59.139801,59.139801,0
2017-01-26,59.566799,60.580002,59.192001,59.566799,59.566799,0
2017-01-27,60.279202,60.460602,59.543900,60.279301,60.279301,0
2017-01-30,59.777500,60.206001,59.674000,59.777500,59.777500,0
2017-01-31,59.718300,60.176998,59.718300,59.718300,59.718300,0
2017-02-01,60.146801,60.314999,60.034000,60.155499,60.155499,0
2017-02-02,60.101002,60.111301,59.379002,60.091400,60.091400,0
2017-02-03,59.375999,59.570000,58.743000,59.366199,59.366199,0
2017-02-06,58.913200,59.060902,58.415001,58.946098,58.946098,0
2017-02-07,58.898998,59.462299,58.782001,58.900101,58.900101,0
2017-02-08,59.375900,59.550999,59.141300,59.442600,59.442600,0
2017-02-09,59.112900,59.202099,58.675999,59.173100,59.173100,0
2017-02-10,58.917999,58.980999,58.405499,58.961201,58.961201,0
2017-02-13,58.222301,58.394402,57.761002,58.222301,58.222301,0
2017-02-14,57.925701,58.125401,57.182999,57.925598,57.925598,0
2017-02-15,57.040001,57.860001,56.528702,57.039700,57.039700,0
2017-02-16,57.323399,57.632000,56.797001,57.330502,57.330502,0
2017-02-17,57.429501,58.315300,57.223999,57.566502,57.566502,0
2017-02-20,58.317001,58.317101,57.789001,58.317001,58.317001,0
2017-02-21,57.939201,58.025002,57.510399,57.910702,57.910702,0
2017-02-22,57.395699,58.127201,57.061001,57.394199,57.394199,0
2017-02-23,57.967602,58.077000,57.555000,57.919498,57.919498,0
2017-02-24,57.745998,58.546001,57.535999,57.734299,57.734299,0
2017-02-27,58.363998,58.375401,57.584999,58.363098,58.363098,0
2017-02-28,58.187099,58.410000,57.662998,58.183498,58.183498,0
2017-03-01,58.350800,58.564999,57.978001,58.352100,58.352100,0
2017-03-02,58.236000,58.797001,58.092999,58.236301,58.236301,0
2017-03-03,58.722401,58.983002,58.352402,58.719799,58.719799,0
2017-03-06,58.187000,58.410000,57.926399,58.187000,58.187000,0
2017-03-07,58.233398,58.318802,57.884998,58.233299,58.233299,0
2017-03-08,58.137199,58.546001,57.887001,58.136501,58.136501,0
2017-03-09,58.863499,59.436001,58.473000,58.872501,58.872501,0
2017-03-10,59.256901,59.264999,58.701000,59.256901,59.256901,0
2017-03-13,59.068199,59.247299,58.855999,59.068199,59.068199,0
2017-03-14,58.765301,59.583000,58.563999,58.774399,58.774399,0
2017-03-15,59.185001,59.240101,58.845001,59.186001,59.186001,0
2017-03-16,58.381001,58.510502,57.620998,58.380798,58.380798,0
2017-03-17,57.770199,58.035099,57.537998,57.770199,57.770199,0
2017-03-20,57.394402,57.605400,56.969002,57.154099,57.154099,0
2017-03-21,57.315102,57.562099,56.910999,57.303600,57.303600,0
2017-03-22,57.615601,58.199001,57.430000,57.590500,57.590500,0
2017-03-23,57.726299,57.732399,57.340000,57.732399,57.732399,0
2017-03-24,57.354500,57.476002,56.939999,57.354500,57.354500,0
2017-03-27,56.968800,57.178799,56.724998,56.968601,56.968601,0
2017-03-28,56.857201,57.153999,56.549999,56.878399,56.878399,0
2017-03-29,56.969299,57.118999,56.582901,56.967899,56.967899,0
2017-03-30,56.625000,56.714500,55.900700,56.651299,56.651299,0
2017-03-31,56.061699,56.502499,55.858002,55.984299,55.984299,0
2017-04-03,56.228600,56.434502,55.928799,56.234600,56.234600,0
2017-04-04,56.084801,56.680000,56.015999,56.084801,56.084801,0
2017-04-05,56.028198,56.217999,55.719002,55.949799,55.949799,0
2017-04-06,56.414299,56.557999,56.146999,56.414299,56.414299,0
2017-04-07,56.344601,57.172901,56.328899,56.398499,56.398499,0
2017-04-10,57.375999,57.531502,57.075001,57.375999,57.375999,0
2017-04-11,57.104500,57.193501,56.810799,57.104500,57.104500,0
2017-04-12,57.028099,57.115002,56.590000,57.028099,57.028099,0
2017-04-13,56.631001,56.714802,56.169498,56.621601,56.621601,0
2017-04-14,56.258900,56.353699,55.943001,56.258900,56.258900,0
2017-04-17,56.255402,56.301701,55.867500,56.302898,56.302898,0
2017-04-18,55.868099,56.198101,55.721001,55.882401,55.882401,0
2017-04-19,56.199001,56.532501,55.873001,56.196499,56.196499,0
2017-04-20,56.583000,56.584000,56.142502,56.567902,56.567902,0
2017-04-21,56.109402,56.544300,55.910000,56.109402,56.109402,0
2017-04-24,56.426498,56.426601,55.514999,56.426498,56.426498,0
2017-04-25,55.779900,56.214001,55.557999,55.779900,55.779900,0
2017-04-26,56.060001,57.126400,55.855999,56.060001,56.060001,0
2017-04-27,57.097000,57.248100,56.525002,57.097000,57.097000,0
2017-04-28,56.972000,57.127201,56.610699,56.972000,56.972000,0
2017-05-01,56.912399,56.976002,56.394001,56.931999,56.931999,0
2017-05-02,56.973801,57.068001,56.634998,56.973801,56.973801,0
2017-05-03,57.054699,57.301998,56.695000,57.054699,57.054699,0
2017-05-04,57.327099,58.261002,57.053001,57.325401,57.325401,0
2017-05-05,58.360001,58.881599,58.055199,58.360001,58.360001,0
2017-05-08,58.027901,58.381001,57.877998,58.047001,58.047001,0
2017-05-09,58.205002,58.479000,58.104599,58.205002,58.205002,0
2017-05-10,58.418999,58.419102,57.421501,58.418999,58.418999,0
2017-05-11,57.426899,57.538399,56.923100,57.439602,57.439602,0
2017-05-12,57.057899,57.325001,56.814999,57.070400,57.070400,0
2017-05-15,57.090698,57.091499,56.212502,57.081799,57.081799,0
2017-05-16,56.334900,56.452801,56.030998,56.333500,56.333500,0
2017-05-17,56.426998,57.049999,56.266998,56.426998,56.426998,0
2017-05-18,57.084202,58.101398,56.887001,57.071301,57.071301,0
2017-05-19,57.525799,57.525902,56.685699,57.525799,57.525799,0
2017-05-22,56.926998,56.926998,56.341999,56.926998,56.926998,0
2017-05-23,56.600300,56.702000,56.209999,56.600300,56.600300,0
2017-05-24,56.303699,56.549599,56.069000,56.303699,56.303699,0
2017-05-25,56.345901,56.728802,55.840000,56.345901,56.345901,0
2017-05-26,56.820499,56.993999,56.563999,56.801399,56.801399,0
2017-05-29,56.481499,56.794998,56.261600,56.481499,56.481499,0
2017-05-30,56.462399,56.750500,56.321999,56.462200,56.462200,0
2017-05-31,56.540298,56.917500,56.469898,56.530800,56.530800,0
2017-06-01,56.710400,56.710499,56.209801,56.710400,56.710400,0
2017-06-02,56.378502,56.821999,56.224998,56.379299,56.379299,0
2017-06-05,56.606098,56.723999,56.284000,56.606098,56.606098,0
2017-06-06,56.581902,56.745998,56.338001,56.581100,56.581100,0
2017-06-07,56.477299,57.037998,56.259998,56.485298,56.485298,0
2017-06-08,57.049999,57.103001,56.737000,57.041302,57.041302,0
2017-06-09,56.873299,57.014999,56.643002,56.873299,56.873299,0
2017-06-12,56.996101,57.146999,56.743999,57.012402,57.012402,0
2017-06-13,57.003502,57.003502,56.615002,57.000099,57.000099,0
2017-06-14,56.877701,57.124001,56.653000,56.877701,56.877701,0
2017-06-15,57.425999,57.818100,57.271999,57.425999,57.425999,0
2017-06-16,57.799999,57.835899,57.404099,57.799999,57.799999,0
2017-06-19,57.709400,58.373001,57.431999,57.709400,57.709400,0
2017-06-20,58.421101,59.701000,58.048000,58.421101,58.421101,0
2017-06-21,59.559898,60.153999,59.312401,59.560001,59.560001,0
2017-06-22,60.240002,60.347000,59.639999,60.240002,60.240002,0
2017-06-23,59.843498,59.846802,59.404598,59.843498,59.843498,0
2017-06-26,59.423500,59.423500,58.857498,59.423401,59.423401,0
2017-06-27,58.894199,59.146000,58.528999,58.894199,58.894199,0
2017-06-28,59.363499,59.763000,58.964001,59.351501,59.351501,0
2017-06-29,59.216599,59.247002,58.705002,59.216702,59.216702,0
2017-06-30,59.419998,59.495998,58.979000,59.419998,59.419998,0
2017-07-03,58.880600,59.433498,58.702000,58.880600,58.880600,0
2017-07-04,59.234901,59.380001,59.097000,59.234901,59.234901,0
2017-07-05,59.358501,60.203999,59.026001,59.358501,59.358501,0
2017-07-06,60.178501,60.380001,59.756401,60.178501,60.178501,0
2017-07-07,60.099998,60.598999,60.034000,60.099998,60.099998,0
2017-07-10,60.351501,60.514702,59.974998,60.347900,60.347900,0
2017-07-11,null,null,null,null,null,null
2017-07-12,60.759998,60.760101,59.964600,60.759998,60.759998,0
2017-07-13,59.900002,60.257999,59.646500,59.900002,59.900002,0
2017-07-14,59.748402,59.924999,59.018700,59.748402,59.748402,0
2017-07-17,59.061600,59.359001,58.939999,59.061501,59.061501,0
2017-07-18,59.290001,59.436001,58.882000,59.290001,59.290001,0
2017-07-19,59.080002,59.351002,58.862000,59.079899,59.079899,0
2017-07-20,58.947102,59.201000,58.750999,58.947102,58.947102,0
2017-07-21,58.889999,59.211899,58.722000,58.889999,58.889999,0
2017-07-24,59.227501,60.174702,59.113998,59.227501,59.227501,0
2017-07-25,59.970100,60.132801,59.619999,59.970001,59.970001,0
2017-07-26,59.952499,60.025002,59.571999,59.952499,59.952499,0
2017-07-27,59.540901,59.618000,59.133999,59.540901,59.540901,0
2017-07-28,59.486301,59.612000,59.229000,59.372002,59.372002,0
2017-07-31,59.479198,60.293999,59.338001,59.479198,59.479198,0
2017-08-01,59.730000,60.285500,59.698799,59.730000,59.730000,0
2017-08-02,60.274899,60.811001,60.105000,60.174400,60.174400,0
2017-08-03,60.490002,60.811298,60.062000,60.490002,60.490002,0
2017-08-04,60.295502,60.448601,59.886002,60.295502,60.295502,0
2017-08-07,59.935501,60.306000,59.742001,59.935501,59.935501,0
2017-08-08,59.955299,60.101002,59.703499,59.955299,59.955299,0
2017-08-09,59.789200,60.189999,59.594002,59.789200,59.789200,0
2017-08-10,60.070599,60.070702,59.713001,60.070599,60.070599,0
2017-08-11,59.989300,60.278999,59.838001,59.989300,59.989300,0
2017-08-14,59.791100,59.854698,59.530300,59.789299,59.789299,0
2017-08-15,59.811100,60.084000,59.636002,59.811100,59.811100,0
2017-08-16,59.750999,59.766998,59.265999,59.750999,59.750999,0
2017-08-17,59.411201,59.449001,59.094501,59.411201,59.411201,0
2017-08-18,59.039700,59.477001,58.988998,59.039799,59.039799,0
2017-08-21,58.895000,59.192001,58.764000,58.895000,58.895000,0
2017-08-22,59.072601,59.112499,58.785999,59.072601,59.072601,0
2017-08-23,58.977001,59.208000,58.841000,58.977001,58.977001,0
2017-08-24,58.972599,59.241501,58.972500,58.972599,58.972599,0
2017-08-25,59.134602,59.175999,58.733299,59.130501,59.130501,0
2017-08-28,58.567001,58.692699,58.310501,58.563301,58.563301,0
2017-08-29,58.430000,58.862999,58.255001,58.430000,58.430000,0
2017-08-30,58.765202,58.882999,58.303101,58.762798,58.762798,0
2017-08-31,58.456600,58.625999,58.040600,58.455101,58.455101,0
2017-09-01,57.976700,58.165001,57.375000,57.976700,57.976700,0
2017-09-04,57.465500,57.930000,57.419998,57.465500,57.465500,0
2017-09-05,57.738098,58.089001,57.201698,57.737999,57.737999,0
2017-09-06,57.551601,57.562801,57.202000,57.551601,57.551601,0
2017-09-07,57.333599,57.353901,56.765701,57.341000,57.341000,0
2017-09-08,56.905899,57.280701,56.556000,56.911800,56.911800,0
2017-09-11,57.316399,57.367199,57.019901,57.317299,57.317299,0
2017-09-12,57.201698,57.709702,56.993999,57.215599,57.215599,0
2017-09-13,57.618401,57.955002,57.339001,57.627800,57.627800,0
2017-09-14,57.909302,57.929100,57.360401,57.907700,57.907700,0
2017-09-15,57.566399,57.748001,57.252998,57.529499,57.529499,0
2017-09-18,57.672501,58.056000,57.419998,57.672600,57.672600,0
2017-09-19,58.073299,58.250000,57.734001,58.071098,58.071098,0
2017-09-20,58.081600,58.154999,57.692200,58.080299,58.080299,0
2017-09-21,58.117599,58.348598,57.875000,58.114700,58.114700,0
2017-09-22,57.871700,57.911201,57.400600,57.863499,57.863499,0
2017-09-25,57.573601,57.657001,57.220798,57.596901,57.596901,0
2017-09-26,57.554199,57.858799,57.078999,57.553799,57.553799,0
2017-09-27,57.870201,58.353199,57.620998,57.858898,57.858898,0
2017-09-28,58.167702,58.555000,57.890900,58.168999,58.168999,0
2017-09-29,57.889801,58.058998,57.436100,57.889801,57.889801,0
2017-10-02,57.325298,57.952999,57.316299,57.521099,57.521099,0
2017-10-03,57.876499,58.125999,57.709999,57.876900,57.876900,0
2017-10-04,57.895100,57.928001,57.490101,57.909801,57.909801,0
2017-10-05,57.651001,57.707699,57.369499,57.646000,57.646000,0
2017-10-06,57.703499,58.243000,57.493999,57.707199,57.707199,0
2017-10-09,58.115101,58.486000,57.970001,58.175999,58.175999,0
2017-10-10,58.232700,58.277100,57.783298,58.251701,58.251701,0
2017-10-11,57.939899,58.013199,57.712002,57.938301,57.938301,0
2017-10-12,57.803699,57.806198,57.539001,57.801102,57.801102,0
2017-10-13,57.476200,57.752499,57.066700,57.637402,57.637402,0
2017-10-16,57.230999,57.339699,56.964001,57.203999,57.203999,0
2017-10-17,57.186901,57.505901,57.075600,57.194099,57.194099,0
2017-10-18,57.287601,57.459099,56.889599,57.274899,57.274899,0
2017-10-19,57.375401,57.698002,57.266899,57.375301,57.375301,0
2017-10-20,57.245800,57.619999,57.136002,57.238201,57.238201,0
2017-10-23,57.517502,57.573799,57.257999,57.544800,57.544800,0
2017-10-24,57.489899,57.682999,57.216000,57.488400,57.488400,0
2017-10-25,57.615398,57.774502,57.314999,57.615200,57.615200,0
2017-10-26,57.718800,57.801998,57.391998,57.715302,57.715302,0
2017-10-27,57.841000,58.723000,57.569000,57.840900,57.840900,0
2017-10-30,58.182598,58.216702,57.636600,58.096401,58.096401,0
2017-10-31,57.896198,58.578999,57.698002,57.900200,57.900200,0
2017-11-01,58.229500,58.377998,57.882000,58.229698,58.229698,0
2017-11-02,58.209599,58.416199,57.758999,58.209801,58.209801,0
2017-11-03,58.280300,59.245998,57.983002,58.261600,58.261600,0
2017-11-06,58.974701,59.151199,58.514000,58.933300,58.933300,0
2017-11-07,58.255001,59.378201,58.085999,58.255901,58.255901,0
2017-11-08,59.338501,59.550999,58.894001,59.340900,59.340900,0
2017-11-09,59.185902,59.403999,58.930000,59.111000,59.111000,0
2017-11-10,59.062000,59.362099,58.960999,59.310001,59.310001,0
2017-11-13,59.224899,59.530998,58.884998,59.199902,59.199902,0
2017-11-14,59.362400,60.118999,59.165001,59.367599,59.367599,0
2017-11-15,60.310902,60.419498,60.011002,60.310902,60.310902,0
2017-11-16,null,null,null,null,null,null
2017-11-17,59.664700,59.735001,59.109200,59.664398,59.664398,0
2017-11-20,59.099098,59.527000,58.947102,59.098999,59.098999,0
2017-11-21,59.213299,59.516998,59.071301,59.368698,59.368698,0
2017-11-22,59.108101,59.124500,58.531399,59.105701,59.105701,0
2017-11-23,58.384499,58.486000,58.222000,58.380901,58.380901,0
2017-11-24,58.420502,58.688900,58.210899,58.420601,58.420601,0
2017-11-27,58.375000,58.389000,58.033298,58.375000,58.375000,0
2017-11-28,58.435600,58.489799,58.165001,58.434898,58.434898,0
2017-11-29,58.378899,58.572102,58.028999,58.383202,58.383202,0
2017-11-30,58.601501,58.719002,58.250000,58.596699,58.596699,0
2017-12-01,58.445900,59.096401,58.233002,58.447800,58.447800,0
2017-12-04,58.865898,59.077000,58.611000,58.801701,58.801701,0
2017-12-05,58.766499,58.823101,58.415001,58.771000,58.771000,0
2017-12-06,58.763500,59.209000,58.493000,58.763401,58.763401,0
2017-12-07,59.056999,59.338001,59.029999,59.155300,59.155300,0
2017-12-08,59.193699,59.353001,58.976002,59.196800,59.196800,0
2017-12-11,59.083801,59.292999,58.883400,59.079800,59.079800,0
2017-12-12,58.912998,59.243900,58.582001,58.912899,58.912899,0
2017-12-13,59.190201,59.229401,58.716301,59.184299,59.184299,0
2017-12-14,58.523899,58.876999,58.243000,58.550201,58.550201,0
2017-12-15,58.806499,58.986000,58.615002,58.811501,58.811501,0
2017-12-18,58.528999,58.808998,58.419998,58.595001,58.595001,0
2017-12-19,58.632099,58.838799,58.369999,58.639900,58.639900,0
2017-12-20,58.743698,58.767502,58.436001,58.743698,58.743698,0
2017-12-21,58.700199,58.722099,58.248001,58.697701,58.697701,0
2017-12-22,58.412498,58.583599,58.095001,58.410301,58.410301,0
2017-12-25,58.298698,58.358799,57.657600,58.285500,58.285500,0
2017-12-26,58.033100,58.241501,57.318001,58.037701,58.037701,0
2017-12-27,57.639000,57.900002,57.141998,57.637199,57.637199,0
2017-12-28,57.731201,57.736599,57.355000,57.741699,57.741699,0
2017-12-29,57.569199,57.877399,57.347000,57.568901,57.568901,0
2018-01-01,57.626999,57.643299,57.626999,57.604801,57.604801,0
2018-01-02,57.582901,57.782001,56.967999,57.583000,57.583000,0
2018-01-03,57.528000,57.589901,57.196999,57.528000,57.528000,0
2018-01-04,57.129601,57.256500,56.870998,57.119301,57.119301,0
2018-01-05,56.972301,57.098202,56.700001,56.972301,56.972301,0
2018-01-08,56.966999,57.143002,56.637001,56.988998,56.988998,0
2018-01-09,57.091099,57.155998,56.734001,57.090900,57.090900,0
2018-01-10,56.862801,57.053501,56.522999,56.859901,56.859901,0
2018-01-11,57.019100,57.052502,56.575401,57.020901,57.020901,0
2018-01-12,56.501999,56.712002,56.271000,56.503201,56.503201,0
2018-01-15,56.548698,56.658001,56.023998,56.548698,56.548698,0
2018-01-16,56.306198,56.500000,56.062000,56.310001,56.310001,0
2018-01-17,56.506802,56.926899,56.285000,56.445900,56.445900,0
2018-01-18,56.859798,56.865898,56.383301,56.865002,56.865002,0
2018-01-19,56.493801,56.701000,56.264999,56.493698,56.493698,0
2018-01-22,56.596100,56.692501,56.379002,56.592499,56.592499,0
2018-01-23,56.466900,56.567001,56.084999,56.460400,56.460400,0
2018-01-24,56.341599,56.446400,56.049999,56.347198,56.347198,0
2018-01-25,56.089100,56.226299,55.562000,56.183601,56.183601,0
2018-01-26,55.880600,56.238998,55.583000,55.880699,55.880699,0
2018-01-29,56.216202,56.490898,55.930000,56.207001,56.207001,0
2018-01-30,56.279598,56.400398,55.861698,56.279598,56.279598,0
2018-01-31,56.317799,56.426201,55.966999,56.317799,56.317799,0
2018-02-01,56.173199,56.396999,55.978001,56.178699,56.178699,0
2018-02-02,55.942902,56.518002,55.738998,55.942902,55.942902,0
2018-02-05,56.413799,56.945999,56.278000,56.414001,56.414001,0
2018-02-06,57.283798,57.603500,56.895000,57.286499,57.286499,0
2018-02-07,56.847099,57.266800,56.553001,56.847099,56.847099,0
2018-02-08,57.809299,58.221500,57.294998,57.809601,57.809601,0
2018-02-09,58.305801,58.403301,57.884998,58.283600,58.283600,0
2018-02-12,58.312000,58.321602,57.659000,58.317699,58.317699,0
2018-02-13,57.751099,57.924000,57.505001,57.751301,57.751301,0
2018-02-14,57.620499,57.737999,57.023800,57.618000,57.618000,0
2018-02-15,56.694199,56.844501,56.223000,56.694401,56.694401,0
2018-02-16,56.387501,56.439999,56.043999,56.386799,56.386799,0
2018-02-19,56.445000,56.527000,55.993999,56.441002,56.441002,0
2018-02-20,56.378201,56.742699,56.188000,56.378201,56.378201,0
2018-02-21,56.521000,56.723000,56.334000,56.514099,56.514099,0
2018-02-22,56.713402,56.797199,56.463501,56.713402,56.713402,0
2018-02-23,56.457001,56.572800,56.242699,56.465000,56.465000,0
2018-02-26,56.122299,56.173801,55.625000,56.322601,56.322601,0
2018-02-27,55.627300,56.320000,55.305000,55.628799,55.628799,0
2018-02-28,56.219200,56.453899,56.006001,56.219200,56.219200,0
2018-03-01,56.320499,56.986000,56.113998,56.320599,56.320599,0
2018-03-02,56.776299,57.356998,56.358002,56.786800,56.786800,0
2018-03-05,56.883499,57.331001,56.520699,56.952999,56.952999,0
2018-03-06,56.412800,56.707001,56.171001,56.412800,56.412800,0
2018-03-07,56.831001,57.029999,56.534000,56.837601,56.837601,0
2018-03-08,56.822498,57.112999,56.595001,56.787701,56.787701,0
2018-03-09,57.062698,57.095001,56.574100,57.082600,57.082600,0
2018-03-12,56.655300,56.936001,56.363998,56.653500,56.653500,0
2018-03-13,56.865299,57.008999,56.604000,56.866402,56.866402,0
2018-03-14,57.029800,57.268200,56.730000,57.043900,57.043900,0
2018-03-15,57.064800,57.424000,56.789001,56.937698,56.937698,0
2018-03-16,57.412701,57.782001,57.178001,57.411800,57.411800,0
2018-03-19,57.458801,57.990398,57.237999,57.460499,57.460499,0
2018-03-20,57.733299,57.873001,57.396000,57.728802,57.728802,0
2018-03-21,57.579399,57.582001,57.202000,57.503300,57.503300,0
2018-03-22,56.842899,57.223000,56.535999,56.835701,56.835701,0
2018-03-23,57.304100,57.337299,56.807999,57.310398,57.310398,0
2018-03-26,57.109901,57.471001,56.804401,57.116501,57.116501,0
2018-03-27,57.224998,57.444199,56.889999,57.215302,57.215302,0
2018-03-28,57.380199,57.751999,54.324299,57.405602,57.405602,0
2018-03-29,57.718300,57.807800,57.366001,57.718700,57.718700,0
2018-03-30,57.237099,57.437099,57.004002,57.254200,57.254200,0
2018-04-02,57.321999,57.609001,56.952000,57.111599,57.111599,0
2018-04-03,57.436798,57.688000,57.307400,57.436798,57.436798,0
2018-04-04,57.624001,57.882000,57.339001,57.624001,57.624001,0
2018-04-05,57.668999,57.750000,57.236000,57.668999,57.668999,0
2018-04-06,57.633701,58.106800,57.495998,57.632500,57.632500,0
2018-04-09,58.068600,60.515999,57.845001,58.068501,58.068501,0
2018-04-10,60.616001,63.810001,60.032001,60.618999,60.618999,0
2018-04-11,62.927799,64.940002,62.913300,62.915798,62.915798,0
2018-04-12,62.405800,63.058201,61.271999,62.410099,62.410099,0
2018-04-13,62.000198,62.223701,61.200001,62.016300,62.016300,0
2018-04-16,61.988800,62.841999,61.768200,62.014999,62.014999,0
2018-04-17,61.223099,62.011002,60.803001,61.222801,61.222801,0
2018-04-18,61.501301,61.914001,61.045101,61.514702,61.514702,0
2018-04-19,60.829102,61.174000,60.469002,60.835701,60.835701,0
2018-04-20,60.909000,61.587002,60.714001,60.954201,60.954201,0
2018-04-23,61.352100,62.153400,60.959999,61.362000,61.362000,0
2018-04-24,61.799801,61.821499,61.192001,61.781700,61.781700,0
2018-04-25,61.512100,62.445702,61.395000,61.509998,61.509998,0
2018-04-26,62.382099,62.939999,61.916000,62.400902,62.400902,0
2018-04-27,62.694599,62.817600,61.794102,62.676300,62.676300,0
2018-04-30,62.306999,63.028900,62.127998,62.320202,62.320202,0
2018-05-01,62.935799,63.496300,62.730000,62.933102,62.933102,0
2018-05-02,63.397999,64.181999,63.144001,63.397999,63.397999,0
2018-05-03,63.751499,63.917999,63.314999,63.751499,63.751499,0
2018-05-04,62.958599,63.453999,62.688000,62.950699,62.950699,0
2018-05-07,62.425098,62.976299,62.425098,62.445301,62.445301,0
2018-05-08,62.879200,63.628201,62.453999,62.875500,62.875500,0
2018-05-09,63.461498,63.917702,62.918999,63.461498,63.461498,0
2018-05-10,63.026100,63.094601,61.717201,63.026100,63.026100,0
2018-05-11,61.680000,61.889000,61.415401,61.700401,61.700401,0
2018-05-14,61.767502,61.897999,61.530899,61.767601,61.767601,0
2018-05-15,61.823200,62.729500,61.652000,61.820599,61.820599,0
2018-05-16,62.235600,62.610001,61.804901,62.236000,62.236000,0
2018-05-17,61.649700,62.081001,61.459999,61.649601,61.649601,0
2018-05-18,62.132401,62.659000,61.824902,62.132900,62.132900,0
2018-05-21,62.335999,62.662998,61.577499,62.343498,62.343498,0
2018-05-22,61.585899,61.635201,60.973499,61.531200,61.531200,0
2018-05-23,61.202202,61.772999,61.071999,61.198002,61.198002,0
2018-05-24,61.285500,61.602001,61.152000,61.285500,61.285500,0
2018-05-25,61.532299,62.244099,61.347000,61.526501,61.526501,0
2018-05-28,62.153702,62.473999,61.875000,62.142799,62.142799,0
2018-05-29,62.290001,62.905998,62.070000,62.289799,62.289799,0
2018-05-30,62.860199,62.860199,62.065201,62.866699,62.866699,0
2018-05-31,62.096001,62.373600,61.835999,62.097000,62.097000,0
2018-06-01,62.273300,62.447701,61.952999,62.304401,62.304401,0
2018-06-04,62.150299,62.189201,61.792000,62.150299,62.150299,0
2018-06-05,62.020901,62.417999,61.702999,62.020901,62.020901,0
2018-06-06,62.076698,62.139999,61.716999,62.071602,62.071602,0
2018-06-07,61.702900,62.315498,61.349998,61.676601,61.676601,0
2018-06-08,62.346500,62.900002,62.161999,62.341499,62.341499,0
2018-06-11,62.368301,62.680401,61.983002,62.383999,62.383999,0
2018-06-12,62.757900,62.943699,62.470001,62.758499,62.758499,0
2018-06-13,63.050098,63.198399,62.276501,63.040100,63.040100,0
2018-06-14,62.540901,62.608398,61.972000,62.543499,62.543499,0
2018-06-15,62.556198,63.316002,62.215000,62.562000,62.562000,0
2018-06-18,62.980099,63.766998,62.907001,62.980202,62.980202,0
2018-06-19,63.366199,64.170303,63.344501,63.373100,63.373100,0
2018-06-20,63.776901,63.823700,63.423500,63.808800,63.808800,0
2018-06-21,63.555199,63.915001,63.469002,63.561699,63.561699,0
2018-06-22,63.804298,63.847698,62.862999,63.843899,63.843899,0
2018-06-25,62.962002,63.306999,62.616100,62.942001,62.942001,0
2018-06-26,62.759102,63.306000,62.487999,62.753502,62.753502,0
2018-06-27,63.076000,63.375000,62.848701,63.078602,63.078602,0
2018-06-28,63.105801,63.424999,62.893398,63.095001,63.095001,0
2018-06-29,62.834202,62.866901,62.459000,62.833900,62.833900,0
2018-07-02,62.944901,63.466599,62.751999,62.938999,62.938999,0
2018-07-03,63.430401,63.455799,63.054100,63.805401,63.805401,0
2018-07-04,63.116501,63.327999,62.797001,63.116501,63.116501,0
2018-07-05,63.329201,63.336700,62.894001,63.330101,63.330101,0
2018-07-06,63.152302,63.260502,62.882401,63.150002,63.150002,0
2018-07-09,62.903099,63.075298,62.514999,62.904099,62.904099,0
2018-07-10,62.232700,62.608002,61.823299,62.377102,62.377102,0
2018-07-11,61.737900,62.297001,61.638000,61.759399,61.759399,0
2018-07-12,62.325199,62.380402,61.924000,62.335300,62.335300,0
2018-07-13,62.247002,62.347000,61.970001,62.219101,62.219101,0
2018-07-16,62.485001,62.519798,62.094002,62.485001,62.485001,0
2018-07-17,62.293400,62.570000,62.147999,62.312000,62.312000,0
2018-07-18,62.613998,63.214001,62.450001,62.619701,62.619701,0
2018-07-19,62.977200,63.626999,62.749001,62.999100,62.999100,0
2018-07-20,63.601398,63.734001,63.290001,63.581402,63.581402,0
2018-07-23,63.363998,63.509998,62.952000,63.368198,63.368198,0
2018-07-24,62.989399,63.117001,62.637600,62.945400,62.945400,0
2018-07-25,63.324001,63.364700,62.809200,63.343102,63.343102,0
2018-07-26,62.788898,63.070000,62.560001,62.791100,62.791100,0
